title,studio,domestic_gross,foreign_gross,year,total_gross
Testament of Youth,SPC,1800000.0,0.0,2015,1800000.0
Piku,Yash,1800000.0,0.0,2015,1800000.0
The Vatican Tapes,LGF,1800000.0,0.0,2015,1800000.0
Son of Saul,SPC,1800000.0,0.0,2015,1800000.0
Janis: Little Girl Blue,FR,410000.0,1200000.0,2015,1610000.0
'71,RAtt.,1300000.0,355000.0,2015,1655000.0
The Diary of a Teenage Girl,SPC,1500000.0,0.0,2015,1500000.0
I (2015),AaF,1400000.0,0.0,2015,1400000.0
Infinitely Polar Bear,SPC,1400000.0,0.0,2015,1400000.0
99 Homes,BG,1400000.0,0.0,2015,1400000.0
Welcome Back,Eros,1400000.0,0.0,2015,1400000.0
The Salt of the Earth,SPC,1300000.0,0.0,2015,1300000.0
Maps to the Stars,FCW,351000.0,988000.0,2015,1339000.0
Iris (2015),Magn.,1300000.0,0.0,2015,1300000.0
The Wolfpack,Magn.,1300000.0,0.0,2015,1300000.0
Veteran,CJ,1200000.0,0.0,2015,1200000.0
Goodnight Mommy,RTWC,1200000.0,0.0,2015,1200000.0
Black Sea,Focus,1200000.0,0.0,2015,1200000.0
Miss You Already,RAtt.,1200000.0,0.0,2015,1200000.0
Where Hope Grows,RAtt.,1200000.0,0.0,2015,1200000.0
Cartel Land,Orch.,704000.0,422000.0,2015,1126000.0
Timbuktu,Cohen,1100000.0,0.0,2015,1100000.0
Dior and I,Orch.,1000000.0,0.0,2015,1000000.0
5 Flights Up,FCW,1000000.0,0.0,2015,1000000.0
Big Stone Gap,PH,1000000.0,0.0,2015,1000000.0
Gett: The Trial of Viviane Amsalem,MBox,988000.0,0.0,2015,988000.0
Boruto: Naruto the Movie,Elev.,920000.0,0.0,2015,920000.0
Singh is Bling,Eros,919000.0,0.0,2015,919000.0
ABCD (Any Body Can Dance) 2,UTV,892000.0,0.0,2015,892000.0
Mustang,Cohen,845000.0,0.0,2015,845000.0
Labyrinth of Lies,SPC,794000.0,0.0,2015,794000.0
The D Train,IFC,673000.0,102000.0,2015,775000.0
Seymour: An Introduction,IFC,744000.0,0.0,2015,744000.0
Tangerine,Magn.,702000.0,0.0,2015,702000.0
Red Army,SPC,695000.0,0.0,2015,695000.0
The Stanford Prison Experiment,IFC,661000.0,0.0,2015,661000.0
The Assassin,WGUSA,633000.0,0.0,2015,633000.0
"Kumiko, The Treasure Hunter",Ampl.,623000.0,0.0,2015,623000.0
Welcome to Me,Alc,609000.0,0.0,2015,609000.0
Black Panthers: Vanguard of the Revolution,PBS,517000.0,67200.0,2015,584200.0
Detective Byomkesh Bakshy,Yash,579000.0,0.0,2015,579000.0
Freeheld,LGF,573000.0,0.0,2015,573000.0
When Marnie Was There,GK,561000.0,0.0,2015,561000.0
Gabbar is Back,Eros,535000.0,0.0,2015,535000.0
The Last - Naruto the Movie,Elev.,524000.0,0.0,2015,524000.0
Peggy Guggenheim Art Addict,SD,498000.0,0.0,2015,498000.0
Phantom (2015),UTV,490000.0,0.0,2015,490000.0
Somewhere Only We Know,CL,482000.0,0.0,2015,482000.0
Let's Get Married,CL,463000.0,0.0,2015,463000.0
Bombay Velvet,FIP,451000.0,0.0,2015,451000.0
Attack on Titan: Part 1,FUN,450000.0,0.0,2015,450000.0
The Third Man (2015 re-release),Rialto,449000.0,0.0,2015,449000.0
Saint Laurent,SPC,429000.0,0.0,2015,429000.0
Listen to Me Marlon,SHO,426000.0,0.0,2015,426000.0
Heart of a Dog,Abr.,421000.0,0.0,2015,421000.0
The Witness (Wo shi zheng ren),CL,418000.0,0.0,2015,418000.0
Unbranded,Grav.,410000.0,0.0,2015,410000.0
The Second Mother,Osci.,377000.0,0.0,2015,377000.0
Kahlil Gibran's The Prophet (Gathr),Gathr,370000.0,0.0,2015,370000.0
Katti Batti,UTV,365000.0,0.0,2015,365000.0
Kahlil Gibran's The Prophet,GK,355000.0,0.0,2015,355000.0
Effie Gray,AF,353000.0,0.0,2015,353000.0
Noble,Asp.,347000.0,0.0,2015,347000.0
Northern Limit Line,WGUSA,338000.0,0.0,2015,338000.0
Shamitabh,Eros,325000.0,0.0,2015,325000.0
Jafar Panahi's Taxi,KL,322000.0,0.0,2015,322000.0
Good Kill,IFC,316000.0,0.0,2015,316000.0
Running Man (2015),CL,311000.0,0.0,2015,311000.0
Attack on Titan: Part 2,FUN,306000.0,0.0,2015,306000.0
Theeb,FM,283000.0,0.0,2015,283000.0
White God,Magn.,282000.0,0.0,2015,282000.0
A Borrowed Identity,Strand,282000.0,0.0,2015,282000.0
In the Name of my Daughter,Cohen,278000.0,0.0,2015,278000.0
Hitchcock/Truffaut,Cohen,260000.0,0.0,2015,260000.0
Love (2015),Alc,249000.0,0.0,2015,249000.0
Tevar,Eros,236000.0,0.0,2015,236000.0
20 Once Again,CJ,235000.0,0.0,2015,235000.0
Slow West,A24,229000.0,0.0,2015,229000.0
A Royal Night Out,ADC,228000.0,0.0,2015,228000.0
A Pigeon Sat on a Branch Reflecting on Existence,Magn.,223000.0,0.0,2015,223000.0
Pyaar Ka Punchnama 2,Rel.,223000.0,0.0,2015,223000.0
Fall in Love Like a Star,CL,213000.0,0.0,2015,213000.0
Dark Places,A24,209000.0,0.0,2015,209000.0
Heneral Luna,Abr.,206000.0,0.0,2015,206000.0
Gemma Bovery,MBox,192000.0,0.0,2015,192000.0
The Connection,Drft.,191000.0,0.0,2015,191000.0
Love and Lost (Shi Gu),CL,189000.0,0.0,2015,189000.0
Stonewall (2015),RAtt.,188000.0,0.0,2015,188000.0
Maggie,RAtt.,187000.0,0.0,2015,187000.0
Detective K: Secret of the Lost Island,CJ,185000.0,0.0,2015,185000.0
The Priests,CJ,185000.0,0.0,2015,185000.0
The Farewell Party,Gold.,173000.0,0.0,2015,173000.0
A Brilliant Young Mind,Gold.,172000.0,0.0,2015,172000.0
Time Out of Mind,IFC,167000.0,0.0,2015,167000.0
Snow Girl and the Dark Crystal,WGUSA,165000.0,0.0,2015,165000.0
C'Est Si Bon,CJ,164000.0,0.0,2015,164000.0
The Last Women Standing,CL,163000.0,0.0,2015,163000.0
5 to 7,IFC,163000.0,0.0,2015,163000.0
After The Ball,Free,162000.0,0.0,2015,162000.0
Human Capital,FM,159000.0,0.0,2015,159000.0
Experimenter,Magn.,156000.0,0.0,2015,156000.0
Desert Dancer,Rela.,155000.0,0.0,2015,155000.0
Samba,BG,152000.0,0.0,2015,152000.0
The Tribe,Drft.,151000.0,0.0,2015,151000.0
Forever Young (2015),CL,150000.0,0.0,2015,150000.0
The New Girlfriend,Cohen,147000.0,0.0,2015,147000.0
Tangerines,Gold.,145000.0,0.0,2015,145000.0
Manglehorn,IFC,143000.0,0.0,2015,143000.0
Ingrid Bergman: In Her Own Words,Rialto,138000.0,0.0,2015,138000.0
Twenty (2015),CJ,136000.0,0.0,2015,136000.0
La Sapienza,KL,135000.0,0.0,2015,135000.0
Mississippi Grind,A24,131000.0,0.0,2015,131000.0
A Journey Through Time with Anthony,CL,127000.0,0.0,2015,127000.0
Boulevard,SM,126000.0,0.0,2015,126000.0
Z for Zachariah,RAtt.,121000.0,0.0,2015,121000.0
Do I Sound Gay?,IFC,119000.0,0.0,2015,119000.0
Love Live! The School Idol Movie,AZ,116000.0,0.0,2015,116000.0
She's Funny That Way,LGP,112000.0,0.0,2015,112000.0
Memories of the Sword,WGUSA,111000.0,0.0,2015,111000.0
The Look of Silence,Drft.,109000.0,0.0,2015,109000.0
The Beauty Inside,WGUSA,108000.0,0.0,2015,108000.0
The Chronicles of Evil,CJ,105000.0,0.0,2015,105000.0
Every Secret Thing,SM,104000.0,0.0,2015,104000.0
Ghost in the Shell: The New Movie,FUN,101000.0,0.0,2015,101000.0
Black Souls (Anime Nere),Alc,101000.0,0.0,2015,101000.0
A Poem Is a Naked Person (2015 re-issue),Jan.,96600.0,0.0,2015,96600.0
Saving Mr. Wu,UEP,92700.0,0.0,2015,92700.0
The Tales of Hoffmann (2015 re-issue),Rialto,91900.0,0.0,2015,91900.0
Christmas Eve,Ampl.,91300.0,0.0,2015,91300.0
Queen of Earth,IFC,91200.0,0.0,2015,91200.0
Hero (2015),Eros,88700.0,0.0,2015,88700.0
Sunshine Superman,Magn.,88100.0,0.0,2015,88100.0
Heaven Knows What,RTWC,80700.0,0.0,2015,80700.0
Nasty Baby,Orch.,79800.0,0.0,2015,79800.0
The Wonders,Osci.,73400.0,0.0,2015,73400.0
Predestination,VE,68400.0,0.0,2015,68400.0
People Places Things,TFA,67000.0,0.0,2015,67000.0
Eden,BG,65500.0,0.0,2015,65500.0
The Duke of Burgundy,IFC,64500.0,0.0,2015,64500.0
The Office,CL,63700.0,0.0,2015,63700.0
Flowers,MBox,61600.0,0.0,2015,61600.0
Only You,CL,61600.0,0.0,2015,61600.0
Girlhood (2015),Strand,60800.0,0.0,2015,60800.0
Jauja,CGld,60200.0,0.0,2015,60200.0
Gueros,KL,60100.0,0.0,2015,60100.0
I Smile Back,BG,58700.0,0.0,2015,58700.0
The Ark of Mr. Chow,CL,54100.0,0.0,2015,54100.0
Love Thy Nature,ITL,41100.0,11800.0,2015,52900.0
The Advocate: A Missing Body,CJ,50200.0,0.0,2015,50200.0
Heist (2015),LGP,50100.0,0.0,2015,50100.0
Difret,TA,49700.0,0.0,2015,49700.0
Appropriate Behavior,Grav.,46900.0,0.0,2015,46900.0
Beyond the Reach,RAtt.,45900.0,0.0,2015,45900.0
The Salvation,IFC,44900.0,0.0,2015,44900.0
Madame Bovary,Alc,44200.0,0.0,2015,44200.0
Charlie's Country,MR,42900.0,0.0,2015,42900.0
Pearl Button,KL,42200.0,0.0,2015,42200.0
Queen and Country,BBC,41300.0,0.0,2015,41300.0
The Phone,CJ,40500.0,0.0,2015,40500.0
What Our Fathers Did: A Nazi Legacy,Osci.,40100.0,0.0,2015,40100.0
Lila & Eve,Gold.,38300.0,0.0,2015,38300.0
Before We Go,RTWC,37200.0,0.0,2015,37200.0
The Mafia Only Kills in Summer,Distrib.,37100.0,0.0,2015,37100.0
Knock Knock,LGP,36300.0,0.0,2015,36300.0
Kindergarten Teacher,KL,36200.0,0.0,2015,36200.0
Welcome to Leith,FRun,36000.0,0.0,2015,36000.0
Wild City,WGUSA,34900.0,0.0,2015,34900.0
The Forbidden Room,KL,34400.0,0.0,2015,34400.0
Song One,TFA,32299.0,0.0,2015,32299.0
Love Forecast,CJ,32200.0,0.0,2015,32200.0
"Out 1, noli me tangere",CFilms,31500.0,0.0,2015,31500.0
"3 1/2 Minutes, 10 Bullets",Part.,30400.0,0.0,2015,30400.0
Paulette,Cohen,29500.0,0.0,2015,29500.0
The Cut,Strand,28100.0,0.0,2015,28100.0
The Keeping Room,Drft.,27200.0,0.0,2015,27200.0
Big Game,EC,24600.0,0.0,2015,24600.0
Kill Me Three Times,Magn.,24300.0,0.0,2015,24300.0
"Hippocrates, Diary of a French Doctor",Distrib.,23100.0,0.0,2015,23100.0
Court,Zeit.,22900.0,0.0,2015,22900.0
Salut D'Amour,CJ,22500.0,0.0,2015,22500.0
Mediterranea,IFC,22100.0,0.0,2015,22100.0
Noma - My Perfect Storm,Magn.,21100.0,0.0,2015,21100.0
The Little Death,Magn.,18200.0,0.0,2015,18200.0
Gangnam 1970,CJ,18000.0,0.0,2015,18000.0
Strangerland,Alc,17500.0,0.0,2015,17500.0
Eastern Boys,FRun,16800.0,0.0,2015,16800.0
Extraction,LGP,16800.0,0.0,2015,16800.0
Eva,Wein.,16700.0,0.0,2015,16700.0
The World of Kanako,Drft.,16600.0,0.0,2015,16600.0
Zombeavers,Free,14900.0,0.0,2015,14900.0
The Hallow,IFC,13900.0,0.0,2015,13900.0
Amour Fou,FM,13700.0,0.0,2015,13700.0
Arabian Nights: Volume 1 - The Restless One,KL,12300.0,0.0,2015,12300.0
Of Horses and Men,MBox,11900.0,0.0,2015,11900.0
Marie's Story,FM,11700.0,0.0,2015,11700.0
1001 Grams,KL,11000.0,0.0,2015,11000.0
Empire of Lust,CJ,10700.0,0.0,2015,10700.0
The Forecaster,FOR,10200.0,0.0,2015,10200.0
Still Life (2015),Trib.,9500.0,0.0,2015,9500.0
Every Thing Will be Fine,IFC,9200.0,0.0,2015,9200.0
The Lesson,FM,9000.0,0.0,2015,9000.0
An Eye for Beauty,MR,9000.0,0.0,2015,9000.0
Northern Soul,Free,8900.0,0.0,2015,8900.0
The Girl in the Book,Free,8200.0,0.0,2015,8200.0
Steak (R)evolution,KL,8000.0,0.0,2015,8000.0
On the Way to School,Distrib.,7400.0,0.0,2015,7400.0
Hungry Hearts,IFC,6900.0,0.0,2015,6900.0
Steve McQueen: The Man & Le Mans,FR,6800.0,0.0,2015,6800.0
Arabian Nights: Volume 2 - The Desolate One,KL,6400.0,0.0,2015,6400.0
Alleluia,MBox,6300.0,0.0,2015,6300.0
Barely Lethal,A24,6100.0,0.0,2015,6100.0
Chic!,Distrib.,5600.0,0.0,2015,5600.0
Far from Men,Trib.,5300.0,0.0,2015,5300.0
The Dead Lands,Magn.,5200.0,0.0,2015,5200.0
Jenny's Wedding,IFC,4700.0,0.0,2015,4700.0
Against the Sun,TAFC,4600.0,0.0,2015,4600.0
Ashby,TFA,4600.0,0.0,2015,4600.0
Arabian Nights: Volume 3 - The Enchanted One,KL,4500.0,0.0,2015,4500.0
The Summer of Sangaile,Strand,4500.0,0.0,2015,4500.0
Club Life,Orch.,4400.0,0.0,2015,4400.0
Back to the Jurassic,CJ,4400.0,0.0,2015,4400.0
In the Basement,Strand,3600.0,0.0,2015,3600.0
Fidelio: Alice's Odyssey,FRun,3600.0,0.0,2015,3600.0
That Sugar Film,Gold.,3500.0,0.0,2015,3500.0
Xenia,Strand,3200.0,0.0,2015,3200.0
The Iron Ministry,Icar.,3200.0,0.0,2015,3200.0
The Lady in the Car with Glasses and a Gun,Magn.,2200.0,0.0,2015,2200.0
Stations of the Cross,FM,1500.0,0.0,2015,1500.0
Skin Trade,Magn.,1200.0,0.0,2015,1200.0
Thanks to My Friends,Distrib.,900.0,0.0,2015,900.0
REC 4: Apocalypse,Magn.,800.0,0.0,2015,800.0
It's All So Quiet (Boven is het stil),BWP,700.0,0.0,2015,700.0
Tough Being Loved By Jerks,KL,700.0,0.0,2015,700.0
The Chambermaid,FM,300.0,0.0,2015,300.0
Captain America: Civil War,BV,408100000.0,745200000.0,2016,1153300000.0
Rogue One: A Star Wars Story,BV,532200000.0,523900000.0,2016,1056100000.0
Finding Dory,BV,486300000.0,542300000.0,2016,1028600000.0
Zootopia,BV,341300000.0,682500000.0,2016,1023800000.0
The Jungle Book (2016),BV,364000000.0,602500000.0,2016,966500000.0
The Secret Life of Pets,Uni.,368400000.0,507100000.0,2016,875500000.0
Batman v Superman: Dawn of Justice,WB,330400000.0,543300000.0,2016,873700000.0
Fantastic Beasts and Where To Find Them,WB,234000000.0,580000000.0,2016,814000000.0
Deadpool,Fox,363100000.0,420000000.0,2016,783100000.0
Suicide Squad,WB,325100000.0,421700000.0,2016,746800000.0
Doctor Strange,BV,232600000.0,445100000.0,2016,677700000.0
Moana,BV,248800000.0,394600000.0,2016,643400000.0
Sing,Uni.,270400000.0,363800000.0,2016,634200000.0
The Mermaid (Mei ren yu),SPC,3200000.0,550600000.0,2016,553800000.0
X-Men: Apocalypse,Fox,155400000.0,388500000.0,2016,543900000.0
Kung Fu Panda 3,Fox,143500000.0,377600000.0,2016,521100000.0
La La Land,LGF,151100000.0,295000000.0,2016,446100000.0
Warcraft,Uni.,47400000.0,386300000.0,2016,433700000.0
Jason Bourne,Uni.,162400000.0,253100000.0,2016,415500000.0
Ice Age: Collision Course,Fox,64099999.0,344500000.0,2016,408599999.0
Independence Day: Resurgence,Fox,103100000.0,286500000.0,2016,389600000.0
Monster Hunt,FR,32800.0,385300000.0,2016,385332800.0
The Legend of Tarzan,WB,126600000.0,230100000.0,2016,356700000.0
The Angry Birds Movie,SPC,107500000.0,244800000.0,2016,352300000.0
Trolls,Fox,153700000.0,193200000.0,2016,346900000.0
Star Trek Beyond,Par.,158800000.0,184600000.0,2016,343400000.0
Now You See Me 2,LGF,65099999.0,269800000.0,2016,334899999.0
The Conjuring 2,WB,102500000.0,217900000.0,2016,320400000.0
Passengers (2016),SPC,100000000.0,203100000.0,2016,303100000.0
Dangal,UTV,12400000.0,290500000.0,2016,302900000.0
Alice Through the Looking Glass,BV,77000000.0,222400000.0,2016,299400000.0
Miss Peregrine's Home for Peculiar Children,Fox,87200000.0,209200000.0,2016,296400000.0
Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82100000.0,163600000.0,2016,245700000.0
Assassin's Creed,Fox,54600000.0,186300000.0,2016,240900000.0
Sully,WB,125100000.0,115700000.0,2016,240800000.0
Hidden Figures,Fox,169600000.0,66300000.0,2016,235900000.0
Ghostbusters (2016),SPC,128400000.0,100800000.0,2016,229200000.0
Inferno,SPC,34300000.0,185700000.0,2016,220000000.0
Central Intelligence,WB,127400000.0,89500000.0,2016,216900000.0
Bridget Jones's Baby,Uni.,24300000.0,187700000.0,2016,212000000.0
Me Before You,WB,56200000.0,152100000.0,2016,208300000.0
London Has Fallen,Focus,62500000.0,143200000.0,2016,205700000.0
Arrival,Par.,100500000.0,102800000.0,2016,203300000.0
The Monkey King 2 in 3D,CL,710000.0,193000000.0,2016,193710000.0
Bad Moms,STX,113300000.0,70700000.0,2016,184000000.0
Storks,WB,72700000.0,110700000.0,2016,183400000.0
The BFG,BV,55500000.0,127900000.0,2016,183400000.0
The Divergent Series: Allegiant,LGF,66200000.0,113100000.0,2016,179300000.0
Hacksaw Ridge,LGF,67200000.0,108100000.0,2016,175300000.0
The Girl on the Train (2016),Uni.,75400000.0,97800000.0,2016,173200000.0
Operation Mekong,WGUSA,800000.0,172300000.0,2016,173100000.0
The Huntsman: Winter's War,Uni.,48400000.0,116600000.0,2016,165000000.0
The Magnificent Seven (2016),SPC,93400000.0,68900000.0,2016,162300000.0
Jack Reacher: Never Go Back,Par.,58700000.0,103400000.0,2016,162100000.0
Don't Breathe,SGem,89200000.0,67900000.0,2016,157100000.0
Ip Man 3,WGUSA,2700000.0,154200000.0,2016,156900000.0
The Accountant,WB,86300000.0,68900000.0,2016,155200000.0
Gods of Egypt,LGF,31200000.0,119500000.0,2016,150700000.0
Lights Out,WB,67300000.0,81600000.0,2016,148900000.0
Pete's Dragon (2016),BV,76200000.0,67500000.0,2016,143700000.0
Sausage Party,SPC,97700000.0,43000000.0,2016,140700000.0
Lion,Wein.,51700000.0,88600000.0,2016,140300000.0
Detective Chinatown (Tang ren jie tan an),CL,474000.0,125400000.0,2016,125874000.0
Mechanic: Resurrection,LGF,21200000.0,104500000.0,2016,125700000.0
Ride Along 2,Uni.,91200000.0,33400000.0,2016,124600000.0
Deepwater Horizon,LGF,61400000.0,60400000.0,2016,121800000.0
Allied,Par.,40100000.0,79400000.0,2016,119500000.0
The Shallows,SPC,55100000.0,64000000.0,2016,119100000.0
The Purge: Election Year,Uni.,79200000.0,39400000.0,2016,118600000.0
Why Him?,Fox,60300000.0,57800000.0,2016,118100000.0
Finding Mr. Right 2,CL,0.0,114700000.0,2016,114700000.0
Office Christmas Party,Par.,54800000.0,59700000.0,2016,114500000.0
How to Be Single,WB,46800000.0,65500000.0,2016,112300000.0
10 Cloverfield Lane,Par.,72100000.0,38100000.0,2016,110200000.0
The 5th Wave,SPC,34900000.0,75000000.0,2016,109900000.0
Neighbors 2: Sorority Rising,Uni.,55500000.0,52600000.0,2016,108100000.0
Cold War 2,WGUSA,561000.0,102600000.0,2016,103161000.0
The Little Prince,EOne,1300000.0,96200000.0,2016,97500000.0
Dirty Grandpa,LGF,35600000.0,58500000.0,2016,94100000.0
Ben-Hur (2016),Par.,26400000.0,67700000.0,2016,94100000.0
Money Monster,TriS,41000000.0,52300000.0,2016,93300000.0
My Big Fat Greek Wedding 2,Uni.,59700000.0,29200000.0,2016,88900000.0
Collateral Beauty,WB,31000000.0,57500000.0,2016,88500000.0
Train to Busan,WGUSA,2100000.0,85400000.0,2016,87500000.0
Sultan,Yash,6200000.0,81100000.0,2016,87300000.0
War Dogs,WB,43000000.0,43200000.0,2016,86200000.0
Nerve,LGF,38600000.0,46700000.0,2016,85300000.0
Ouija: Origin of Evil,Uni.,35100000.0,46600000.0,2016,81700000.0
Manchester by the Sea,RAtt.,47700000.0,31300000.0,2016,79000000.0
The Boss,Uni.,63300000.0,15600000.0,2016,78900000.0
Shin Godzilla,FUN,1900000.0,76000000.0,2016,77900000.0
Mike and Dave Need Wedding Dates,Fox,46000000.0,31100000.0,2016,77100000.0
Boo! A Madea Halloween,LGF,73200000.0,1600000.0,2016,74800000.0
Miracles from Heaven,TriS,61700000.0,12200000.0,2016,73900000.0
I Am Not Madame Bovary,WGUSA,437000.0,70400000.0,2016,70837000.0
Kubo and the Two Strings,Focus,48000000.0,21900000.0,2016,69900000.0
13 Hours: The Secret Soldiers of Benghazi,Par.,52900000.0,16600000.0,2016,69500000.0
Moonlight (2016),A24,27900000.0,37200000.0,2016,65100000.0
Fences,Par.,57700000.0,6700000.0,2016,64400000.0
The Boy (2016),STX,35800000.0,28400000.0,2016,64200000.0
"Hail, Caesar!",Uni.,30500000.0,33100000.0,2016,63600000.0
The Nice Guys,WB,36300000.0,26500000.0,2016,62800000.0
L.O.R.D: Legend of Ravaging Dynasties,AR,350000.0,57700000.0,2016,58050000.0
Nine Lives (2016),EC,19700000.0,38100000.0,2016,57800000.0
Zoolander 2,Par.,28800000.0,27900000.0,2016,56700000.0
Barbershop: The Next Cut,WB,54000000.0,1000000.0,2016,55000000.0
The Finest Hours,BV,27600000.0,24500000.0,2016,52100000.0
Master,CJ,597000.0,51000000.0,2016,51597000.0
Patriots Day,LGF,31900000.0,18700000.0,2016,50600000.0
Florence Foster Jenkins,Par.,27400000.0,21500000.0,2016,48900000.0
Mother's Day,ORF,32500000.0,15900000.0,2016,48400000.0
Luck-Key,JBG,467000.0,47700000.0,2016,48167000.0
Yo-kai Watch: The Movie,Elev.,257000.0,47600000.0,2016,47857000.0
A Monster Calls,Focus,3700000.0,43600000.0,2016,47300000.0
Eddie the Eagle,Fox,15800000.0,30400000.0,2016,46200000.0
Risen,SPC,36900000.0,9200000.0,2016,46100000.0
Blair Witch,LGF,20800000.0,24400000.0,2016,45200000.0
Cafe Society,LGF,11100000.0,32700000.0,2016,43800000.0
Almost Christmas,Uni.,42200000.0,422000.0,2016,42622000.0
The Witch,A24,25100000.0,15300000.0,2016,40400000.0
The Wild Life (2016),LGF,8000000.0,31500000.0,2016,39500000.0
Criminal (2016),LGF,14700000.0,24100000.0,2016,38800000.0
Absolutely Fabulous: The Movie,Fox,4800000.0,33100000.0,2016,37900000.0
Hell or High Water,LGF,27000000.0,10900000.0,2016,37900000.0
The Forest,Focus,26600000.0,11000000.0,2016,37600000.0
Snowden,ORF,21600000.0,15700000.0,2016,37300000.0
Billy Lynn's Long Halftime Walk,TriS,1700000.0,29200000.0,2016,30900000.0
When the Bough Breaks,SGem,29700000.0,911000.0,2016,30611000.0
Nocturnal Animals,Focus,10700000.0,19600000.0,2016,30300000.0
Keeping Up with the Joneses,Fox,14900000.0,15000000.0,2016,29900000.0
Ae Dil Hai Mushkil,FIP,4300000.0,24100000.0,2016,28400000.0
Fan,Yash,2300000.0,25900000.0,2016,28200000.0
M.S. Dhoni: The Untold Story,FIP,1800000.0,26000000.0,2016,27800000.0
The Light Between Oceans,BV,12500000.0,13400000.0,2016,25900000.0
The Brothers Grimsby,SPC,6900000.0,18300000.0,2016,25200000.0
Race (2016),Focus,19200000.0,5900000.0,2016,25100000.0
Free State of Jones,STX,20800000.0,4200000.0,2016,25000000.0
A Beautiful Planet,Imax,15500000.0,9400000.0,2016,24900000.0
God's Not Dead 2,PFR,20800000.0,3700000.0,2016,24500000.0
Silence (2016),Par.,7100000.0,16600000.0,2016,23700000.0
Middle School: The Worst Years of My Life,LGF,20000000.0,3300000.0,2016,23300000.0
Triple 9,ORF,12600000.0,10500000.0,2016,23100000.0
Whiskey Tango Foxtrot,Par.,23100000.0,0.0,2016,23100000.0
Captain Fantastic,BST,5900000.0,16900000.0,2016,22800000.0
Live By Night,WB,10400000.0,12300000.0,2016,22700000.0
Julieta,SPC,1500000.0,21000000.0,2016,22500000.0
Solace,LGP,0.0,22400000.0,2016,22400000.0
Fifty Shades of Black,ORF,11700000.0,10500000.0,2016,22200000.0
Keanu,WB,20600000.0,0.0,2016,20600000.0
El Clan,FIP,201000.0,20200000.0,2016,20401000.0
The Edge of Seventeen,STX,14400000.0,4400000.0,2016,18800000.0
The Choice,LGF,18700000.0,0.0,2016,18700000.0
Eye in the Sky,BST,18700000.0,0.0,2016,18700000.0
Bad Santa 2,BG,17800000.0,0.0,2016,17800000.0
Regression,W/Dim.,55000.0,17600000.0,2016,17655000.0
Neerja,FIP,1600000.0,16000000.0,2016,17600000.0
Masterminds (2016),Rela.,17400000.0,0.0,2016,17400000.0
Norm of the North,LGF,17100000.0,0.0,2016,17100000.0
Hardcore Henry,STX,9300000.0,7600000.0,2016,16900000.0
Pride and Prejudice and Zombies,SGem,10900000.0,5500000.0,2016,16400000.0
The Infiltrator,BG,15400000.0,0.0,2016,15400000.0
Kapoor & Sons - Since 1921,FIP,2600000.0,12800000.0,2016,15400000.0
The Take (2016),HTR,50300.0,14800000.0,2016,14850300.0
Sword Master,WGUSA,75500.0,14600000.0,2016,14675500.0
"Hello, My Name is Doris",RAtt.,14400000.0,0.0,2016,14400000.0
The Other Side of the Door,Fox,3000000.0,11300000.0,2016,14300000.0
Love & Friendship,RAtt.,14000000.0,0.0,2016,14000000.0
Jackie,Fox,14000000.0,0.0,2016,14000000.0
Sing Street,Wein.,3200000.0,10400000.0,2016,13600000.0
Shut In,EC,6900000.0,6200000.0,2016,13100000.0
Loving,Focus,7800000.0,5200000.0,2016,13000000.0
The Beatles: Eight Days a Week - The Touring Years,Abr.,2900000.0,9400000.0,2016,12300000.0
The Man Who Knew Infinity,IFC,3900000.0,8400000.0,2016,12300000.0
No Manches Frida,PNT,11500000.0,0.0,2016,11500000.0
The Darkness,BH Tilt,10800000.0,0.0,2016,10800000.0
